Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Ninh Thuận,BC 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,Hàng Tồn,2026-06-07 - Chủ Nhật,114,92.98%,62.28%,7.89%,29.04,71,9,106,9,34,8,7.02%,29.83%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-05 - Thứ 6,152,100.00%,78.29%,0.00%,12.5,119,0,152,0,33,0,0.00%,21.71%,152,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-31 - Chủ Nhật,140,100.00%,71.43%,0.00%,17.88,100,0,140,0,40,0,0.00%,28.57%,140,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-18 - Thứ 2,148,100.00%,61.49%,0.00%,17.24,91,0,148,0,57,0,0.00%,38.51%,148,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-03 - Thứ 4,145,100.00%,82.76%,0.00%,14.33,120,0,145,0,25,0,0.00%,17.24%,145,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-07 - Chủ Nhật,176,99.43%,77.84%,0.00%,11.26,137,0,175,0,39,1,0.57%,22.16%,176,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-28 - Thứ 5,169,100.00%,77.51%,0.00%,16.47,131,0,169,0,38,0,0.00%,22.49%,169,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-26 - Thứ 3,107,100.00%,80.37%,0.00%,11.52,86,0,107,0,21,0,0.00%,19.63%,107,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-24 - Chủ Nhật,155,100.00%,63.87%,0.00%,12.67,99,0,155,0,56,0,0.00%,36.13%,155,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-11 - Thứ 5,147,98.64%,79.59%,0.00%,14.14,117,0,145,0,30,2,1.36%,20.41%,147,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-04 - Thứ 5,158,99.37%,70.89%,0.00%,15.15,112,0,157,0,46,1,0.63%,29.11%,158,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-27 - Thứ 4,122,100.00%,74.59%,0.00%,11.88,91,0,122,0,31,0,0.00%,25.41%,122,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-13 - Thứ 7,124,98.39%,81.45%,0.00%,10.68,101,0,122,0,23,2,1.61%,18.55%,124,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-20 - Thứ 4,135,100.00%,81.48%,0.00%,12.63,110,0,135,0,25,0,0.00%,18.52%,135,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-01 - Thứ 2,109,99.08%,76.15%,0.00%,11.95,83,0,108,0,26,1,0.92%,23.85%,109,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-22 - Thứ 6,163,99.39%,80.98%,0.00%,12.27,132,0,162,0,31,1,0.61%,19.02%,163,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-19 - Thứ 3,137,99.27%,84.67%,0.00%,14.73,116,0,136,0,21,1,0.73%,15.33%,137,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-29 - Thứ 6,141,100.00%,76.60%,0.00%,13.17,108,0,141,0,33,0,0.00%,23.40%,141,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-06 - Thứ 7,147,100.00%,72.79%,0.00%,14.68,107,0,147,0,40,0,0.00%,27.21%,147,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-17 - Chủ Nhật,144,100.00%,70.14%,0.00%,15.43,101,0,144,0,43,0,0.00%,29.86%,144,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-08 - Thứ 2,154,100.00%,74.03%,0.00%,13.42,114,0,154,0,40,0,0.00%,25.97%,154,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-10 - Thứ 4,175,98.86%,72.00%,0.00%,14.17,126,0,173,0,49,2,1.14%,28.00%,175,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-21 - Thứ 5,166,100.00%,71.69%,0.00%,15.82,119,0,166,0,47,0,0.00%,28.31%,166,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-23 - Thứ 7,139,100.00%,77.70%,0.00%,13.12,108,0,139,0,31,0,0.00%,22.30%,139,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-12 - Thứ 6,151,100.00%,82.12%,0.00%,15.81,124,0,151,0,27,0,0.00%,17.88%,151,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-25 - Thứ 2,118,100.00%,57.63%,0.00%,16.53,68,0,118,0,50,0,0.00%,42.37%,118,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-05-30 - Thứ 7,112,100.00%,67.86%,0.00%,12.3,76,0,112,0,36,0,0.00%,32.14%,112,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-09 - Thứ 3,103,100.00%,75.73%,0.00%,13.17,78,0,103,0,25,0,0.00%,24.27%,103,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 1,2026-06-02 - Thứ 3,120,99.17%,72.50%,0.00%,14.37,87,0,119,0,33,1,0.83%,27.50%,120,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 2,2026-06-07 - Chủ Nhật,1,0.00%,0.00%,0.00%,,0,0,0,0,1,1,100.00%,100.00%,1,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 2,2026-06-04 - Thứ 5,1,100.00%,100.00%,0.00%,4,1,0,1,0,0,0,0.00%,0.00%,1,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 2,2026-05-22 - Thứ 6,1,100.00%,100.00%,0.00%,3,1,0,1,0,0,0,0.00%,0.00%,1,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Mới Ca 2,2026-06-09 - Thứ 3,1,100.00%,100.00%,0.00%,4,1,0,1,0,0,0,0.00%,0.00%,1,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-13 - Thứ 7,49,100.00%,30.61%,2.04%,46.93,15,1,49,1,33,0,0.00%,67.35%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-04 - Thứ 5,53,98.11%,30.19%,5.66%,54.38,16,3,52,3,34,1,1.89%,64.15%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-20 - Thứ 4,65,100.00%,24.62%,9.23%,58.31,16,6,65,6,43,0,0.00%,66.15%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-06 - Thứ 7,57,100.00%,29.82%,1.75%,41.82,17,1,57,1,39,0,0.00%,68.43%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-17 - Chủ Nhật,60,100.00%,30.00%,8.33%,57.94,18,5,60,5,37,0,0.00%,61.67%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-30 - Thứ 7,61,100.00%,31.15%,11.48%,46.26,19,7,61,7,35,0,0.00%,57.37%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-21 - Thứ 5,63,100.00%,31.75%,11.11%,65.1,20,7,63,7,36,0,0.00%,57.14%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-27 - Thứ 4,65,100.00%,32.31%,7.69%,58.9,21,5,65,5,39,0,0.00%,60.00%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-02 - Thứ 3,61,98.36%,34.43%,8.20%,57.1,21,5,60,5,35,1,1.64%,57.37%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-24 - Chủ Nhật,62,100.00%,35.48%,8.06%,49.14,22,5,62,5,35,0,0.00%,56.46%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-23 - Thứ 7,66,98.48%,34.85%,13.64%,50.52,23,9,65,9,34,1,1.52%,51.51%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-28 - Thứ 5,66,100.00%,36.36%,18.18%,52.79,24,12,66,12,30,0,0.00%,45.46%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-10 - Thứ 4,59,100.00%,42.37%,5.08%,52.84,25,3,59,3,31,0,0.00%,52.55%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-12 - Thứ 6,59,98.31%,42.37%,8.47%,50.16,25,5,58,5,29,1,1.69%,49.16%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-18 - Thứ 2,74,100.00%,35.14%,2.70%,57.19,26,2,74,2,46,0,0.00%,62.16%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-31 - Chủ Nhật,66,100.00%,40.91%,4.55%,57.3,27,3,66,3,36,0,0.00%,54.54%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-25 - Thứ 2,91,98.90%,29.67%,6.59%,50.56,27,6,90,6,58,1,1.10%,63.74%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-08 - Thứ 2,72,100.00%,38.89%,9.72%,43.96,28,7,72,7,37,0,0.00%,51.39%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-07 - Chủ Nhật,79,100.00%,37.97%,15.19%,49.37,30,12,79,12,37,0,0.00%,46.84%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-01 - Thứ 2,76,100.00%,39.47%,11.84%,51.23,30,9,76,9,37,0,0.00%,48.69%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-29 - Thứ 6,65,100.00%,46.15%,7.69%,47.93,30,5,65,5,30,0,0.00%,46.16%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-09 - Thứ 3,73,100.00%,42.47%,8.22%,48.29,31,6,73,6,36,0,0.00%,49.31%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-03 - Thứ 4,64,100.00%,54.69%,1.56%,57.46,35,1,64,1,28,0,0.00%,43.75%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-11 - Thứ 5,79,100.00%,44.30%,16.46%,54.46,35,13,79,13,31,0,0.00%,39.24%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-22 - Thứ 6,81,100.00%,44.44%,11.11%,50,36,9,81,9,36,0,0.00%,44.45%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-06-05 - Thứ 6,76,100.00%,51.32%,14.47%,48.31,39,11,76,11,26,0,0.00%,34.21%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-26 - Thứ 3,105,100.00%,46.67%,4.76%,53.37,49,5,105,5,51,0,0.00%,48.57%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,Hàng Tồn,2026-05-19 - Thứ 3,104,100.00%,48.08%,4.81%,51.06,50,5,104,5,49,0,0.00%,47.11%,0,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-05 - Thứ 6,152,100.00%,84.21%,0.00%,5.96,128,0,152,0,24,0,0.00%,15.79%,152,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-18 - Thứ 2,100,100.00%,89.00%,0.00%,5.88,89,0,100,0,11,0,0.00%,11.00%,100,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-03 - Thứ 4,145,100.00%,85.52%,0.00%,5.83,124,0,145,0,21,0,0.00%,14.48%,145,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-07 - Chủ Nhật,141,100.00%,81.56%,0.00%,5.7,115,0,141,0,26,0,0.00%,18.44%,141,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-11 - Thứ 5,133,100.00%,91.73%,0.00%,5.36,122,0,133,0,11,0,0.00%,8.27%,133,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-27 - Thứ 4,104,99.04%,82.69%,0.00%,5.16,86,0,103,0,18,1,0.96%,17.31%,104,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-13 - Thứ 7,152,99.34%,82.24%,0.00%,5.18,125,0,151,0,27,1,0.66%,17.76%,152,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-22 - Thứ 6,144,100.00%,85.42%,0.00%,5.54,123,0,144,0,21,0,0.00%,14.58%,144,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-19 - Thứ 3,114,100.00%,90.35%,0.00%,4.65,103,0,114,0,11,0,0.00%,9.65%,114,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-29 - Thứ 6,126,99.21%,86.51%,0.00%,6.98,109,0,125,0,17,1,0.79%,13.49%,126,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-06 - Thứ 7,156,100.00%,81.41%,0.00%,4.79,127,0,156,0,29,0,0.00%,18.59%,156,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-17 - Chủ Nhật,120,100.00%,86.67%,0.00%,5.99,104,0,120,0,16,0,0.00%,13.33%,120,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-08 - Thứ 2,109,100.00%,89.91%,0.00%,6.8,98,0,109,0,11,0,0.00%,10.09%,109,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-10 - Thứ 4,121,100.00%,86.78%,0.00%,5.64,105,0,121,0,16,0,0.00%,13.22%,121,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-21 - Thứ 5,117,100.00%,88.03%,0.00%,5.66,103,0,117,0,14,0,0.00%,11.97%,117,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-02 - Thứ 3,96,97.92%,89.58%,0.00%,5.01,86,0,94,0,10,2,2.08%,10.42%,96,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-23 - Thứ 7,138,100.00%,84.78%,0.00%,6.35,117,0,138,0,21,0,0.00%,15.22%,138,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-12 - Thứ 6,106,100.00%,87.74%,0.00%,5.65,93,0,106,0,13,0,0.00%,12.26%,106,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-09 - Thứ 3,112,100.00%,85.71%,0.00%,5.39,96,0,112,0,16,0,0.00%,14.29%,112,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-04 - Thứ 5,21,100.00%,95.24%,0.00%,12.8,20,0,21,0,1,0,0.00%,4.76%,21,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-30 - Thứ 7,70,98.57%,78.57%,0.00%,6.56,55,0,69,0,15,1,1.43%,21.43%,70,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-25 - Thứ 2,77,100.00%,84.42%,0.00%,5.28,65,0,77,0,12,0,0.00%,15.58%,77,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-20 - Thứ 4,97,100.00%,82.47%,0.00%,5.34,80,0,97,0,17,0,0.00%,17.53%,97,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-31 - Chủ Nhật,97,100.00%,83.51%,0.00%,6.02,81,0,97,0,16,0,0.00%,16.49%,97,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-24 - Chủ Nhật,100,100.00%,81.00%,0.00%,6.31,81,0,100,0,19,0,0.00%,19.00%,100,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-26 - Thứ 3,103,100.00%,82.52%,0.00%,4.71,85,0,103,0,18,0,0.00%,17.48%,103,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-05-28 - Thứ 5,104,97.12%,84.62%,0.00%,6.16,88,0,101,0,16,3,2.88%,15.38%,104,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 1,2026-06-01 - Thứ 2,102,99.02%,86.27%,0.00%,4.59,88,0,101,0,14,1,0.98%,13.73%,102,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 2,2026-06-04 - Thứ 5,165,87.88%,78.18%,0.00%,2.82,129,0,145,0,36,20,12.12%,21.82%,165,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 2,2026-05-31 - Chủ Nhật,25,64.00%,52.00%,0.00%,1.08,13,0,16,0,12,9,36.00%,48.00%,25,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 2,2026-05-25 - Thứ 2,29,86.21%,68.97%,0.00%,1.1,20,0,25,0,9,4,13.79%,31.03%,29,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 2,2026-05-24 - Chủ Nhật,65,64.62%,44.62%,0.00%,1.86,29,0,42,0,36,23,35.38%,55.38%,65,Ninh Thuận,NTB,Nguyễn Duy Long
NTB - Ninh Thuận,BC 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,Hàng Mới Ca 2,2026-06-01 - Thứ 2,58,67.24%,55.17%,0.00%,1.63,32,0,39,0,26,19,32.76%,44.83%,58,Ninh Thuận,NTB,Nguyễn Duy Long
